brand,brand_id,product_id_index,category_2,category_3,simplified_category_id,event_time_index,event_type_index,user_session_index,price,user_id_index,discount_rate,purchase_rate,revenue
Acer,5957,234271,NotebooksAndAccessories,Notebooks,144305,1588092772,1,17731873,797.7,927898,19.48605,0.0,3406179.0521240234
HTW,7384,95366,LivingRoom,Sofas,189559,1581609227,1,52640689,811.66,252195,0.0,0.0,22726.479248046875
BEKO,1232,13220,BigHomeAppliances,Washers,200641,1581328656,1,37736295,239.36,1578727,17.700453,0.0,238881.2806091309
HP,7796,4121,OfficeEquipmentAndConsumables,MfPrinters,145308,1577551802,1,1225750,102.71,8267480,0.0,0.0,20541.99981689453
Apple,7204,200,Smartphones,,241000,1586636365,1,85573803,806.97,3706436,8.061707,0.0,660101.4360351562
Apple,7204,1290,Smartphones,,241000,1583514211,1,73185562,870.04,707584,14.340852,0.0,137729938.6416626
Rondell,5510,92862,Kitchenware,UtensilsForCooking,197612,1580555415,1,29262228,61.75,7960275,14.295631,0.0,20068.75
Acer,5957,3353,NotebooksAndAccessories,Notebooks,144305,1574268087,1,50805116,514.04,3781239,25.761822,0.0,703206.6899414062
Samsung,7206,1275,Smartphones,,241000,1579622482,1,2628714,141.06,6904432,10.009571,25.0,20623394.82305908
LD Systems,1238,122998,Audio,Microphones,260957,1579126762,1,20812553,245.64,2890494,16.0119,0.0,2456.3999938964844
Stagg,4947,327198,MusicalInstruments,WindInstruments,209707,1586347337,1,20459014,7.46,9911062,0.0,0.0,216.3400011062622
LG,6533,13240,BigHomeAppliances,Washers,200641,1580064060,1,84400623,424.21,6645017,12.739132,0.0,1236996.3350830078
OPPO,4406,1379,Smartphones,,241000,1587896006,1,34688194,200.24,1109997,22.200636,0.0,3490383.535751343
HONOR,1911,238654,Smartphones,,241000,1577187942,1,31491605,334.6,5674660,0.0,14.285714285714285,107406.60195922852
Lucente,2237,159562,JewelryAndBijouterie,NecklacesBijouterieAndJewelry,205677,1580453434,1,66612934,313.52,429770,7.866825,0.0,1230565.956878662
Apple,7204,1287,Smartphones,,241000,1576208054,1,26250430,889.35,6179781,12.419006,0.0,7999703.030395508
Аквафор,3435,194346,WaterSupply,WaterFiltersAndAccessories,161381,1584286871,1,74593779,131.28,7730302,3.591099,0.0,40565.519622802734
АЛЬКОР,1538,316799,JewelryAndBijouterie,CollarsBijouterieAndJewelry,205674,1586513340,1,70937133,415.29,12495080,0.0,0.0,7475.220153808594
Samsung,7206,1343,Smartphones,,241000,1574251723,1,58294396,203.97,1295890,19.139742,0.0,1842257.0510253904
Samsung,7206,5377,Tvs,,264000,1573885230,1,11564740,622.92,875492,9.361817,0.0,2672949.6466674805
REDMOND,773,12627,KitchenAppliances,MulticookerAndCookingEquipment,203656,1572625594,1,38930577,77.2,2695108,13.540154,0.0,617.5999755859375
Daisy,247,185846,ElectronicEquipmentForTrade,OtherEquipmentForTrade,141287,1573790531,1,22421470,154.44,284337,39.328228,0.0,7567.560119628906
Xiaomi,5677,1334,Smartphones,,241000,1583314862,1,87541762,181.99,12428875,35.608395,0.0,4545018.397186279
Samsung,7206,1191,Smartphones,,241000,1570434882,1,67269795,603.36,705755,1.820845,0.0,7637330.694580078
Lucente,2237,155507,JewelryAndBijouterie,RingsBijouterieAndJewelry,205678,1583913907,1,72388789,109.66,2393177,8.776304,0.0,328.9800109863281
Apple,7204,1290,Smartphones,,241000,1576762867,2,46552664,923.5,1041208,9.077485,0.0,146192820.5
Philips,3950,14318,SmallHomeAppliances,Irons,204665,1587740836,1,13196368,66.9,13924639,0.0,0.0,5887.200134277344
Bosch,5413,8298,BigHomeAppliances,Ovens,200639,1574908267,1,58387673,398.8,7000889,5.524497,0.0,76968.39764404297
Apple,7204,1290,Smartphones,,241000,1571940927,1,37213712,992.05,3942969,2.3284457,0.0,157044489.21759033
De Luxe,1096,8986,BigHomeAppliances,Kitcheners,200638,1577159374,1,51924392,267.42,692341,5.2978225,0.0,47065.92236328125
Lucente,2237,245278,JewelryAndBijouterie,JewelryAndBijouterieSets,205676,1583952543,1,62955343,414.94,8488075,0.92167753,0.0,9958.56005859375
Artel,3801,9355,BigHomeAppliances,Kitcheners,200638,1576644509,1,48815116,149.04,172688,19.346287,0.0,67813.19694519043
Samsung,7206,29654,Hardware,HardDrives,142293,1571769449,1,41404121,77.2,169648,0.0,0.0,2547.599899291992
Xiaomi,5677,1391,Smartphones,,241000,1576596567,1,43684574,143.88,627252,44.65728,0.0,2115179.9517822266
Haier,3111,5142,Tvs,,264000,1574008212,1,49860867,295.99,1072054,0.0,0.0,185585.72387695312
Microlab,7134,52064,Audio,ComputerSpeakers,260955,1576945855,1,32677746,77.99,140538,15.813905,5.88235294117647,3041.609916687012
JBL,1268,104244,Audio,SoundbarsAndSpeakerSystems,260962,1581450443,1,31215375,437.57,11060434,8.108275,0.0,4813.270080566406
Apple,7204,1290,Smartphones,,241000,1581614722,2,53506309,868.23,7215007,14.519053,33.33333333333333,137443410.59814453
Matador,5271,59299,Tires,PassengerCarTires,133242,1571048383,1,19216064,31.4,2142741,18.122555,0.0,1569.9999809265137
Xiaomi,5677,760,Smartphones,,241000,1580102644,1,47449096,280.57,8372521,3.5410967,0.0,48258.041259765625
ROMER,5361,238121,WomenShoes,WomenKneeBoots,235815,1579945464,1,9293921,110.43,545007,40.0,0.0,331.29000091552734
Sony,6033,205234,Audio,PortablePlayers,260959,1572974658,1,74255930,64.82,972830,23.443958,0.0,1814.959991455078
Rieker,2980,182630,WomenShoes,WomenKneeBoots,235815,1574254193,1,30917864,124.84,251120,0.0,0.0,499.3599853515625
SOKOLOV,6702,159279,JewelryAndBijouterie,RingsBijouterieAndJewelry,205678,1577714252,1,31725284,161.14,8042735,5.5783453,0.0,3222.7999877929688
Азбука,6706,146465,Books,Fiction,206688,1571073089,1,345300,5.78,1912447,11.89024,0.0,52.02000188827515
Lucente,2237,158815,JewelryAndBijouterie,RingsBijouterieAndJewelry,205678,1582299119,2,38307794,258.44,10133372,8.890926,33.33333333333333,27911.520263671875
Samsung,7206,894,Smartphones,,241000,1576410148,1,42552728,585.33,1195185,12.506723,0.0,2549112.224426269
Мебель Азии,7794,201637,EntranceHall,ShoeCabinets,186543,1572706132,1,83902147,100.39,269602,0.0,0.0,45577.05972290039
Bosch,5413,185715,VegetableGardenGoods,OutdoorPowerTools,199628,1588225379,1,76374475,83.4,14610179,12.431747,0.0,1751.400032043457
Samsung,7206,280,Smartphones,,241000,1580208072,1,82874047,179.9,10321209,53.40344,0.0,17270.3994140625
Samsung,7206,11537,KitchenAppliances,StovesAndGrills,203658,1584472641,1,33213330,205.9,13444687,20.001558,0.0,13383.499603271484
Samsung,7206,1275,Smartphones,,241000,1585295302,1,39670608,148.89,10105024,5.014354,0.0,21768164.58076477
Huawei,6530,22339,SmartWatches,,240000,1570715997,1,46910637,169.62,691458,26.774307,0.0,148926.35571289062
ASRock,2461,29109,Hardware,Videocards,142298,1573233862,1,45386634,224.6,3971201,28.998194,0.0,26727.40072631836
Samsung,7206,1275,Smartphones,,241000,1576670065,1,20834928,138.21,3049446,11.827746,31.11111111111111,20206717.611587524
Philips,3950,38717,Mobiles,,238000,1582696229,1,28280669,78.27,586299,21.202059,0.0,12131.849479675291
HP,7796,4148,OfficeEquipmentAndConsumables,MfPrinters,145308,1580808411,1,68704203,108.84,1477933,16.623255,0.0,11101.679626464844
Lenovo,3432,4020,DesktopComputers,Monoblocks,140285,1586719500,1,22912877,385.85,6346279,0.0,0.0,75626.60119628906
Samsung,7206,5267,Tvs,,264000,1587194260,2,3880541,408.99,14839344,6.475957,16.666666666666664,1401199.7065429688
Xiaomi,5677,234262,Smartphones,,241000,1586102841,1,31462254,308.63,145789,0.08417552,0.0,753057.2119140625
Maxwell,1291,12005,KitchenAppliances,MixersBlendersAndChoppers,203655,1576903569,1,19813760,25.71,2646363,28.603167,0.0,13754.849510192871
CASIO,3110,115052,Watches,WristWatches,172471,1574233565,1,69348521,19.56,6562430,0.0,0.0,352.0799903869629
Hobby World,4835,44591,PartyGames,BoardGames,211710,1573646298,1,74418678,46.31,5916356,0.0,0.0,138.93000411987305
NexPero,864,318674,MenShoes,MenMoccasins,233797,1584124188,1,48167504,76.96,2024545,0.0,0.0,538.7199935913086
MAXXIS,5734,60832,Tires,PassengerCarTires,133242,1574473378,1,26062595,120.98,109500,16.073528,0.0,8468.600234985352
DeWALT,2151,55458,PowerTools,ElectricalTools,158369,1576647552,1,47918150,192.4,8136497,3.9153073,0.0,12698.399597167969
Bosch,5413,12678,KitchenAppliances,FoodProcessorsAndGrinders,203651,1576687926,1,45016368,172.98,135680,29.254427,0.0,31655.33921813965
Xiaomi,5677,1459,Smartphones,,241000,1577243685,1,88424421,238.87,269301,22.60312,0.0,941386.650756836
Apple,7204,1290,Smartphones,,241000,1577815699,1,62546262,869.46,752410,14.39795,0.0,137638129.8583374
Apple,7204,1290,Smartphones,,241000,1584141908,1,1044168,900.67,6380089,11.325197,11.11111111111111,142578760.30462646
KENWOOD,6979,12681,KitchenAppliances,FoodProcessorsAndGrinders,203651,1578591860,1,54612526,398.95,7297336,8.826015,0.0,254131.1577758789
BEKO,1232,15956,ClimateEquipment,AirConditioners,202643,1585742050,1,64273150,245.82,13498999,23.601442,0.0,22369.620666503903
Elari,944,22256,SmartWatches,,240000,1583643219,1,42447931,90.79,12189554,27.89294,0.0,5265.820053100586
Xiaomi,5677,259307,Smartphones,,241000,1579887990,1,14405727,201.54,5090463,20.023813,0.0,120923.99597167967
Samsung,7206,1736,TabletsAndAccessories,Tablets,147323,1583909577,1,21070254,169.86,8262544,11.898341,0.0,804117.2428894043
Karcher,3596,88700,VegetableGardenGoods,OutdoorPowerTools,199628,1574912305,1,89212793,126.13,6953853,0.18202229,0.0,86525.17811584473
Samsung,7206,1078,Smartphones,,241000,1571474963,1,44941119,286.22,4929229,20.514315,14.285714285714285,16205204.02911377
Ritmix,260,211081,CarAccessories,CarOrganizersAndBags,120196,1587929462,1,24661104,12.07,5194609,11.510268,0.0,627.6399841308594
Lucente,2237,161036,JewelryAndBijouterie,EarringsBijouterieAndJewelry,205675,1587555855,1,15295466,90.61,14990040,4.3492055,0.0,59530.77040100098
Xiaomi,5677,53690,Cycling,ElectricBicycles,245858,1587116738,1,16768260,874.93,5366952,15.003352,0.0,135614.1488647461
Asics,3892,185286,MenShoes,MenTrainers,233800,1577294465,1,88909800,74.65,8737013,0.0,0.0,223.95000457763672
Super Wings,671,46199,Toys,PlayVehicles,139276,1582262694,1,75704309,22.91,3230534,37.30159,0.0,0.0
Apple,7204,206,Smartphones,,241000,1579365879,1,31693653,872.61,5414281,19.914646,0.0,6851733.604980469
Microsoft,3910,74403,Entertainment,Controllers,261965,1577526646,1,56818574,63.06,72094,14.040348,0.0,18539.64040374756
FRANCESCO DONNI,5572,181788,WomenShoes,WomenKneeBoots,235815,1574772376,1,48739415,177.35,1757258,0.0,0.0,9754.25033569336
DENSO,5538,235849,ReplacementParts,Engine,131236,1577724142,1,2444671,3.09,6881961,14.166667,0.0,6.179999828338623
Samsung,7206,1081,Smartphones,,241000,1572701468,2,65378820,361.44,826680,12.180189,22.22222222222222,16536241.551696775
Sennheiser,571,18912,Headphones,,262000,1579318537,1,81923236,25.44,2256017,40.0,0.0,432.4800090789795
Huawei,6530,679,Smartphones,,241000,1570590287,1,16050,245.57,604578,31.850471,0.0,153726.82458496094
Respect,367,318040,TravelGear,FashionHandbags,171465,1583231079,1,70096997,40.93,4782586,0.0,0.0,368.370002746582
TECNO,2186,239550,Smartphones,,241000,1581082453,1,47825375,154.19,1865700,10.46397,0.0,24670.400390625
Бирюса,467,11210,BigHomeAppliances,Freezers,200636,1575553947,1,5431019,229.4,6497400,10.610611,0.0,39915.59893798828
Apple,7204,22217,SmartWatches,,240000,1573231955,1,55001233,308.86,1224211,8.987507,20.0,3091688.4533691406
GIGABYTE,4967,29193,Hardware,Videocards,142298,1585376584,1,33910569,952.15,13798137,20.17655,0.0,952.1500244140624
Vivo,6208,1245,Smartphones,,241000,1577621542,1,56811219,257.38,6273247,20.001244,0.0,733275.6339111328
Юный Атлет,5438,169962,Fitness,SwedishWalls,248902,1577719553,1,75214867,119.69,6743233,3.1320777,0.0,19270.090393066406
Forsage,2125,124195,HandTools,ToolSets,154350,1573146403,1,32571384,191.25,2567329,20.279282,0.0,4398.75
Samsung,7206,5267,Tvs,,264000,1576345583,1,41688063,411.34,1590478,5.9385796,0.0,1409250.8274536133
Fabretti,7418,223208,HatsAndScarves,FashionScarves,170463,1581160471,1,65407509,26.77,846964,30.195564,0.0,0.0
Мебель Азии,7794,201637,EntranceHall,ShoeCabinets,186543,1579009797,1,12879648,100.39,3144931,0.0,0.0,45577.05972290039
Bosch,5413,8045,BigHomeAppliances,Ovens,200639,1587262084,1,78506876,1575.3,14746762,0.0,0.0,0.0
Lucente Бриллианты Якутии,7288,155424,JewelryAndBijouterie,RingsBijouterieAndJewelry,205678,1580623283,2,36470554,217.51,942667,0.0,16.666666666666664,33931.559143066406
TECNO,2186,247696,Smartphones,,241000,1586097957,1,76736243,154.19,14130467,0.0,0.0,45948.62072753906
Samsung,7206,12940,BigHomeAppliances,Washers,200641,1575177818,1,44189659,334.6,6795746,13.33402,0.0,431968.6078796387
СлонимМебель,4864,86732,Bedroom,BedroomSets,184528,1572438114,1,68007331,1335.43,899714,9.106806,0.0,112176.12451171876
Lucente Бриллианты Якутии,7288,158547,JewelryAndBijouterie,RingsBijouterieAndJewelry,205678,1575143645,1,6336927,124.84,3984732,0.0,0.0,1498.0799560546875
Polaris,7184,16560,KitchenAppliances,CoffeeMachinesAndCoffeeMakers,203650,1582733050,1,19512972,136.4,10421588,6.5433393,0.0,409.1999816894531
Dior,1173,98159,Perfumes,,112000,1582548699,1,49426922,168.13,6776290,1.0359613,0.0,34971.041015625
Toyo,4850,67531,Tires,PassengerCarTires,133242,1580977298,1,23711978,51.48,294692,2.4445724,0.0,0.0
Huawei,6530,263502,Smartphones,,241000,1586570668,1,55479492,295.73,358923,4.1735444,0.0,228007.83847045896
Samsung,7206,20636,Headphones,,262000,1571287146,1,50595663,107.49,98795,16.467201,0.0,1750367.125213623
Hertz,6426,25307,CarAudio,CarAcoustic,121200,1583615372,1,41760109,46.44,1940079,0.0,0.0,0.0
Flight,5745,88292,MusicalInstruments,StringedInstruments,209706,1572323996,3,39011878,61.78,4113834,11.107916,16.666666666666664,5127.739898681641
DeFacto,337,245335,MenFashion,MenJeans,164415,1578717572,1,22123891,8.98,8194120,12.560865,0.0,107.75999450683594
SV,3912,201649,EntranceHall,ShoeCabinets,186543,1572842562,1,46274338,98.84,1579528,18.12459,0.0,3459.399871826172
Dino Ricci,5461,174160,TravelGear,FashionHandbags,171465,1577557231,1,38887092,44.79,647139,30.113897,0.0,358.32000732421875
Samsung,7206,5377,Tvs,,264000,1582886709,2,25299607,617.77,10318011,10.111164,50.0,2650851.1538085938
Горизонт,2974,201694,EntranceHall,ShoeCabinets,186543,1579099210,1,72050861,66.67,1272092,18.804047,0.0,9467.139739990234
DAUSCHER,1603,11570,KitchenAppliances,StovesAndGrills,203658,1570272677,1,36237912,60.75,583318,17.189205,11.11111111111111,16949.25
CROWN,3768,270424,Headphones,,262000,1582742708,1,52009063,24.77,3553232,35.393845,0.0,3888.890071868897
Samsung,7206,897,Smartphones,,241000,1578824850,1,55859796,681.47,1231715,13.428952,0.0,10106199.665527344
Samsung,7206,5431,Tvs,,264000,1581782809,1,18101118,790.21,6156611,6.4031644,0.0,633748.4376220703
Samsung,7206,1081,Smartphones,,241000,1579486345,2,79196030,313.75,3118368,23.767527,0.0,14354376.25
