Maker,Genmodel,Genmodel_ID,Year,Entry_price,sales,Bodytype,Engin_size,Gearbox,Fuel_type,Engine_power,Wheelbase,Height,Width,Length,Average_mpg,Top_speed,Seat_num,Door_num,Annual_revenue
Abarth,500C,2_3,2015,16325,0.0,,,,,,,,,,,,,,0.0
Abarth,500C,2_3,2016,16325,0.0,,,,,,,,,,,,,,0.0
Abarth,595,2_4,2012,17500,165.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,2887500.0
Abarth,595,2_4,2013,17675,491.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,8678425.0
Abarth,595,2_4,2014,14425,516.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,7443300.0
Abarth,595,2_4,2015,14425,1612.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,23253100.0
Abarth,595,2_4,2016,14425,3132.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,45179100.0
Abarth,595,2_4,2017,14425,3295.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,47530375.0
Abarth,595,2_4,2018,15255,3907.0,Hatchback,1.4L,Manual,Petrol,160.0,2300.0,1488.0,1627.0,3546.0,47.1 mpg,131 mph,4.0,3.0,59601285.0
Abarth,695,2_6,2016,20105,29.0,,,,,,,,,,,,,,583045.0
Abarth,695,2_6,2017,20105,114.0,,,,,,,,,,,,,,2291970.0
Abarth,695,2_6,2018,20105,270.0,,,,,,,,,,,,,,5428350.0
Abarth,Grande Punto,2_8,2008,13355,0.0,,,,,,,,,,,,,,0.0
Abarth,Grande Punto,2_8,2009,13355,0.0,,,,,,,,,,,,,,0.0
Abarth,Grande Punto,2_8,2010,14195,0.0,,,,,,,,,,,,,,0.0
Abarth,Grande Punto,2_8,2011,14195,0.0,,,,,,,,,,,,,,0.0
Abarth,Punto Evo,2_9,2010,16320,97.0,,,,,,,,,,,,,,1583040.0
Abarth,Punto Evo,2_9,2011,16320,120.0,,,,,,,,,,,,,,1958400.0
Abarth,Punto Evo,2_9,2012,16662,90.0,,,,,,,,,,,,,,1499580.0
Abarth,Punto Evo,2_9,2013,16662,75.0,,,,,,,,,,,,,,1249650.0
Abarth,Punto Evo,2_9,2014,16662,56.0,,,,,,,,,,,,,,933072.0
Alfa Romeo,147,4_1,2001,12805,140.0,,,,,,,,,,,,,,1792700.0
Alfa Romeo,147,4_1,2002,12995,339.0,,,,,,,,,,,,,,4405305.0
Alfa Romeo,147,4_1,2003,13120,466.0,,,,,,,,,,,,,,6113920.0
Alfa Romeo,147,4_1,2004,13152,377.0,,,,,,,,,,,,,,4958304.0
Alfa Romeo,147,4_1,2005,13152,473.0,,,,,,,,,,,,,,6220896.0
Alfa Romeo,147,4_1,2006,13462,497.0,,,,,,,,,,,,,,6690614.0
Alfa Romeo,147,4_1,2007,13195,652.0,,,,,,,,,,,,,,8603140.0
Alfa Romeo,147,4_1,2008,13195,744.0,,,,,,,,,,,,,,9817080.0
Alfa Romeo,147,4_1,2009,13195,268.0,,,,,,,,,,,,,,3536260.0
Alfa Romeo,147,4_1,2010,14090,5.0,,,,,,,,,,,,,,70450.0
Alfa Romeo,156,4_2,1998,17423,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,156,4_2,1999,13695,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,156,4_2,2000,13695,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,156,4_2,2001,13695,215.0,,,,,,,,,,,,,,2944425.0
Alfa Romeo,156,4_2,2002,14295,286.0,,,,,,,,,,,,,,4088370.0
Alfa Romeo,156,4_2,2003,14295,373.0,,,,,,,,,,,,,,5332035.0
Alfa Romeo,156,4_2,2004,14612,383.0,,,,,,,,,,,,,,5596396.0
Alfa Romeo,156,4_2,2005,14612,312.0,,,,,,,,,,,,,,4558944.0
Alfa Romeo,156,4_2,2006,17247,21.0,,,,,,,,,,,,,,362187.0
Alfa Romeo,159,4_4,2006,18347,564.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,10347708.0
Alfa Romeo,159,4_4,2007,18335,1407.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,25797345.0
Alfa Romeo,159,4_4,2008,18335,1218.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,22332030.0
Alfa Romeo,159,4_4,2009,18270,1104.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,20170080.0
Alfa Romeo,159,4_4,2010,18270,813.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,14853510.0
Alfa Romeo,159,4_4,2011,20205,517.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,10445985.0
Alfa Romeo,159,4_4,2012,22330,95.0,Saloon,1.9L,Manual,Diesel,150.0,2700.0,1417.0,1828.0,4660.0,47.1 mpg,130 mph,5.0,4.0,2121350.0
Alfa Romeo,166,4_6,1998,23196,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,166,4_6,1999,21696,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,166,4_6,2000,19796,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,166,4_6,2001,20230,35.0,,,,,,,,,,,,,,708050.0
Alfa Romeo,166,4_6,2002,20230,29.0,,,,,,,,,,,,,,586670.0
Alfa Romeo,166,4_6,2003,20635,28.0,,,,,,,,,,,,,,577780.0
Alfa Romeo,166,4_6,2004,20635,42.0,,,,,,,,,,,,,,866670.0
Alfa Romeo,166,4_6,2005,20635,53.0,,,,,,,,,,,,,,1093655.0
Alfa Romeo,166,4_6,2006,21552,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,4C,4_7,2014,44765,84.0,Convertible,1.8L,Automatic,Petrol,240.0,2380.0,1183.0,2090.0,3989.0,40.9 mpg,160 mph,2.0,2.0,3760260.0
Alfa Romeo,4C,4_7,2015,44765,68.0,Convertible,1.8L,Automatic,Petrol,240.0,2380.0,1183.0,2090.0,3989.0,40.9 mpg,160 mph,2.0,2.0,3044020.0
Alfa Romeo,4C,4_7,2016,51265,116.0,Convertible,1.8L,Automatic,Petrol,240.0,2380.0,1183.0,2090.0,3989.0,40.9 mpg,160 mph,2.0,2.0,5946740.0
Alfa Romeo,4C,4_7,2017,52265,106.0,Convertible,1.8L,Automatic,Petrol,240.0,2380.0,1183.0,2090.0,3989.0,40.9 mpg,160 mph,2.0,2.0,5540090.0
Alfa Romeo,4C,4_7,2018,52265,13.0,Convertible,1.8L,Automatic,Petrol,240.0,2380.0,1183.0,2090.0,3989.0,40.9 mpg,160 mph,2.0,2.0,679445.0
Alfa Romeo,Brera,4_9,2006,22572,503.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,11353716.0
Alfa Romeo,Brera,4_9,2007,22572,483.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,10902276.0
Alfa Romeo,Brera,4_9,2008,22572,548.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,12369456.0
Alfa Romeo,Brera,4_9,2009,23152,445.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,10302640.0
Alfa Romeo,Brera,4_9,2010,24725,103.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,2546675.0
Alfa Romeo,Brera,4_9,2011,24725,25.0,Coupe,2.2L,Manual,Petrol,185.0,2528.0,1341.0,1830.0,4410.0,30.1 mpg,138 mph,4.0,3.0,618125.0
Alfa Romeo,GT,4_12,2004,20802,206.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,4285212.0
Alfa Romeo,GT,4_12,2005,21302,427.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,9095954.0
Alfa Romeo,GT,4_12,2006,19737,480.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,9473760.0
Alfa Romeo,GT,4_12,2007,16725,800.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,13380000.0
Alfa Romeo,GT,4_12,2008,16725,734.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,12276150.0
Alfa Romeo,GT,4_12,2009,18317,174.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,3187158.0
Alfa Romeo,GT,4_12,2010,19720,116.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,2287520.0
Alfa Romeo,GT,4_12,2011,19720,12.0,Coupe,1.9L,Manual,Diesel,150.0,2596.0,1366.0,1763.0,4489.0,45.6 mpg,130 mph,5.0,2.0,236640.0
Alfa Romeo,GTV,4_13,1998,21769,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,GTV,4_13,1999,22008,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,GTV,4_13,2000,19313,0.0,,,,,,,,,,,,,,0.0
Alfa Romeo,GTV,4_13,2001,19313,143.0,,,,,,,,,,,,,,2761759.0
Alfa Romeo,GTV,4_13,2002,19535,118.0,,,,,,,,,,,,,,2305130.0
Alfa Romeo,GTV,4_13,2003,19985,73.0,,,,,,,,,,,,,,1458905.0
Alfa Romeo,GTV,4_13,2004,20182,50.0,,,,,,,,,,,,,,1009100.0
Alfa Romeo,GTV,4_13,2005,20182,25.0,,,,,,,,,,,,,,504550.0
Alfa Romeo,Giulia,4_10,2016,28995,159.0,Saloon,2.2L,Automatic,Petrol,180.0,2820.0,1436.0,2024.0,4643.0,67.3 mpg,137 mph,5.0,4.0,4610205.0
Alfa Romeo,Giulia,4_10,2017,28995,1849.0,Saloon,2.2L,Automatic,Petrol,180.0,2820.0,1436.0,2024.0,4643.0,67.3 mpg,137 mph,5.0,4.0,53611755.0
Alfa Romeo,Giulia,4_10,2018,29620,1427.0,Saloon,2.2L,Automatic,Petrol,180.0,2820.0,1436.0,2024.0,4643.0,67.3 mpg,137 mph,5.0,4.0,42267740.0
Alfa Romeo,Giulietta,4_11,2010,16815,2084.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,35042460.0
Alfa Romeo,Giulietta,4_11,2011,16815,6026.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,101327190.0
Alfa Romeo,Giulietta,4_11,2012,17570,3721.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,65377970.0
Alfa Romeo,Giulietta,4_11,2013,17570,3242.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,56961940.0
Alfa Romeo,Giulietta,4_11,2014,17570,3206.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,56329420.0
Alfa Romeo,Giulietta,4_11,2015,18040,3019.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,54462760.0
Alfa Romeo,Giulietta,4_11,2016,18250,2763.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,50424750.0
Alfa Romeo,Giulietta,4_11,2017,18500,1486.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,27491000.0
Alfa Romeo,Giulietta,4_11,2018,19460,834.0,Hatchback,1.4L,Manual,Diesel,170.0,2634.0,1465.0,1798.0,4350.0,64.2 mpg,135 mph,5.0,5.0,16229640.0
Alfa Romeo,MiTo,4_14,2009,10570,4797.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,50704290.0
Alfa Romeo,MiTo,4_14,2010,11770,3977.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,46809290.0
Alfa Romeo,MiTo,4_14,2011,11770,3188.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,37522760.0
Alfa Romeo,MiTo,4_14,2012,12120,2521.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,30554520.0
Alfa Romeo,MiTo,4_14,2013,12445,1801.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,22413445.0
Alfa Romeo,MiTo,4_14,2014,12445,1734.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,21579630.0
Alfa Romeo,MiTo,4_14,2015,12615,1592.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,20083080.0
Alfa Romeo,MiTo,4_14,2016,12615,1444.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,18216060.0
Alfa Romeo,MiTo,4_14,2017,12905,706.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,9110930.0
Alfa Romeo,MiTo,4_14,2018,12905,378.0,Hatchback,1.4L,Manual,Petrol,105.0,2511.0,1446.0,1720.0,4063.0,67.3 mpg,112 mph,5.0,3.0,4878090.0
Alfa Romeo,Spider,4_15,1998,23156,0.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,0.0
Alfa Romeo,Spider,4_15,1999,23409,0.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,0.0
Alfa Romeo,Spider,4_15,2000,19812,0.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,0.0
Alfa Romeo,Spider,4_15,2001,19812,184.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,3645408.0
Alfa Romeo,Spider,4_15,2002,19930,69.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,1375170.0
Alfa Romeo,Spider,4_15,2003,20120,62.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,1247440.0
Alfa Romeo,Spider,4_15,2004,20592,53.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,1091376.0
Alfa Romeo,Spider,4_15,2005,20592,47.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,967824.0
Alfa Romeo,Spider,4_15,2006,25767,9.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,231903.0
Alfa Romeo,Spider,4_15,2007,25235,497.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,12541795.0
Alfa Romeo,Spider,4_15,2008,25235,518.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,13071730.0
Alfa Romeo,Spider,4_15,2009,25109,114.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,2862426.0
Alfa Romeo,Spider,4_15,2010,26725,103.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,2752675.0
Alfa Romeo,Spider,4_15,2011,26725,19.0,Convertible,2.2L,Manual,Petrol,185.0,2528.0,1318.0,1830.0,4393.0,30.1 mpg,138 mph,2.0,2.0,507775.0
Alfa Romeo,Stelvio,4_16,2017,33775,203.0,SUV,2.0L,Automatic,Petrol,210.0,2818.0,1671.0,1903.0,4687.0,58.9 mpg,134 mph,5.0,5.0,6856325.0
Alfa Romeo,Stelvio,4_16,2018,33775,1023.0,SUV,2.0L,Automatic,Petrol,210.0,2818.0,1671.0,1903.0,4687.0,58.9 mpg,134 mph,5.0,5.0,34551825.0
Aston Martin,DB11,6_2,2016,157900,98.0,Coupe,5.2L,Automatic,Petrol,600.0,2805.0,1279.0,2060.0,4739.0,24.8 mpg,200 mph,4.0,2.0,15474200.0
Aston Martin,DB11,6_2,2017,144900,667.0,Coupe,5.2L,Automatic,Petrol,600.0,2805.0,1279.0,2060.0,4739.0,24.8 mpg,200 mph,4.0,2.0,96648300.0
Aston Martin,DB11,6_2,2018,144900,404.0,Coupe,5.2L,Automatic,Petrol,600.0,2805.0,1279.0,2060.0,4739.0,24.8 mpg,200 mph,4.0,2.0,58539600.0
Aston Martin,DB7,6_3,1998,84950,0.0,,,,,,,,,,,,,,0.0
Aston Martin,DB7,6_3,1999,84950,0.0,,,,,,,,,,,,,,0.0
Aston Martin,DB7,6_3,2000,84950,0.0,,,,,,,,,,,,,,0.0
Aston Martin,DB7,6_3,2001,78500,234.0,,,,,,,,,,,,,,18369000.0
Aston Martin,DB7,6_3,2002,94500,193.0,,,,,,,,,,,,,,18238500.0
Aston Martin,DB7,6_3,2003,97561,163.0,,,,,,,,,,,,,,15902443.0
Aston Martin,DB7,6_3,2004,97561,84.0,,,,,,,,,,,,,,8195124.0
Aston Martin,DB9,6_4,2004,103711,225.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,23334975.0
Aston Martin,DB9,6_4,2005,103711,901.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,93443611.0
Aston Martin,DB9,6_4,2006,107561,510.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,54856110.0
Aston Martin,DB9,6_4,2007,110637,550.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,60850350.0
Aston Martin,DB9,6_4,2008,111737,399.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,44583063.0
Aston Martin,DB9,6_4,2009,109360,215.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,23512400.0
Aston Martin,DB9,6_4,2010,120337,158.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,19013246.0
Aston Martin,DB9,6_4,2011,123332,75.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,9249900.0
Aston Martin,DB9,6_4,2012,125937,64.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,8059968.0
Aston Martin,DB9,6_4,2013,125937,149.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,18764613.0
Aston Martin,DB9,6_4,2014,132882,168.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,22324176.0
Aston Martin,DB9,6_4,2015,134382,183.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,24591906.0
Aston Martin,DB9,6_4,2016,140887,151.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,21273937.0
Aston Martin,DB9,6_4,2017,152887,28.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,4280836.0
Aston Martin,DB9,6_4,2018,152887,0.0,Coupe,5.9L,Automatic,Petrol,450.0,2745.0,1270.0,2017.0,4710.0,17.1 mpg,186 mph,4.0,2.0,0.0
Aston Martin,DBS,6_5,2008,160887,75.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,12066525.0
Aston Martin,DBS,6_5,2009,159911,151.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,24146561.0
Aston Martin,DBS,6_5,2010,171387,149.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,25536663.0
Aston Martin,DBS,6_5,2011,171387,124.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,21251988.0
Aston Martin,DBS,6_5,2012,171387,100.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,17138700.0
Aston Martin,DBS,6_5,2013,181699,1.0,Coupe,6.0L,Automatic,Petrol,510.0,2740.0,1280.0,2060.0,4721.0,17.3 mpg,191 mph,2.0,2.0,181699.0
Aston Martin,Rapide,6_6,2010,140837,130.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,18308810.0
Aston Martin,Rapide,6_6,2011,145837,112.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,16333744.0
Aston Martin,Rapide,6_6,2012,146144,63.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,9207072.0
Aston Martin,Rapide,6_6,2013,146144,97.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,14175968.0
Aston Martin,Rapide,6_6,2014,146144,86.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,12568384.0
Aston Martin,Rapide,6_6,2015,146144,94.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,13737536.0
Aston Martin,Rapide,6_6,2016,150694,46.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,6931924.0
Aston Martin,Rapide,6_6,2017,150694,48.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,7233312.0
Aston Martin,Rapide,6_6,2018,150694,35.0,Saloon,5.9L,Automatic,Petrol,469.35,0.0,1360.0,2140.0,5019.0,19.0 mpg,188 mph,4.0,4.0,5274290.0
Aston Martin,Vanquish,6_8,2001,158711,0.0,,,,,,,,,,,,,,0.0
Aston Martin,Vanquish,6_8,2002,158711,1.0,,,,,,,,,,,,,,158711.0
Aston Martin,Vanquish,6_8,2003,158711,1.0,,,,,,,,,,,,,,158711.0
Aston Martin,Vanquish,6_8,2004,164311,6.0,,,,,,,,,,,,,,985866.0
Aston Martin,Vanquish,6_8,2005,164311,54.0,,,,,,,,,,,,,,8872794.0
Aston Martin,Vanquish,6_8,2006,164311,24.0,,,,,,,,,,,,,,3943464.0
Aston Martin,Vanquish,6_8,2007,177987,49.0,,,,,,,,,,,,,,8721363.0
